Name,Category,Area,Organisation,Temporal event,Sub category,Summary,Adress,y,x,Website,Performance pop up_valuable,Performance pop up_threatened,Performance pop up_community,Creative edin pop up_valuable,Creative edin pop up_threatened,Creative edin pop up_community,Sculpture workshop pop up_valuable,Sculpture workshop pop up_risk,Sculpture workshop pop up_vcommunity,W1_T1_valuable,W1_T1_risk,W1_T1_community,W1_T2_valuable,W1_T2_risk,W1_T2_community,W1_T3_valuable,W1_T3_risk,W1_T3_community,W1_T4_valuable,W1_T4_risk,W1_T4_community,W2_T1_valuable,W2_T1_risk,W2_T1_community,W2_T2_valuable,W2_T2_risk,W2_T2_community,W3_valuable,W3_risk,W3_community,Pop uo_NEA_value,Pop uo_NEA_risk,Pop uo_NEA_community,Sum,Value,Risk,Community
Cockburn Geological Museum,Institutional,Geology,Edinburgh University,,Museum,,"Grant Institute of Earth Sciences, James Hutton Road, King's Buildings, Edinburgh EH9 3FE",55.92383,-3.174577,https://www.ed.ac.uk/visit/museums-galleries/geology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dalmeny House,Institutional,History,Private,,House,"19th-century Gothic Revival mansion with Regency interiors, French furniture and porcelain. Rosebery Collection",South Queensferry EH30 9TQ,55.988128,-3.334308,dalmeny.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dean Gallery,Institutional,Art,National Galleries Scotland,,Gallery,"Part of the National Gallery of Scotland, modern and contemporary art, Dada and Surrealist art and literature","75 Belford Rd, Edinburgh EH4 3DR",55.950774,-3.227497,nationalgalleries.org,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,
Edinburgh Castle,Institutional,Multiple,Historic environment of Scotland,,Museum,"Includes tours of the historic medieval stronghold, the Honours of Scotland crown jewels, 18th-century prisoners of war exhibits, rooms of the Royal Palace, Royal Scots Regimental Museum, Royal Scots Dragoon Guards Museum","Castlehill, Edinburgh EH1 2NG",55.948384,-3.200102,edinburghcastle.gov.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Georgian House,Institutional,History,National Trust for Scotland,,Museum,"Operated by the National Trust for Scotland, late-18th-century Georgian townhouse with a fine collection of furniture, porcelain, silver and pictures","7 Charlotte Square, Edinburgh EH2 4DR",55.952519,-3.207935,nts.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Gladstone's Land,Institutional,History,National Trust for Scotland,,Museum,"Operated by the National Trust for Scotland, 17th-century-period tenement house, also art gallery","477B Lawnmarket, Edinburgh EH1 2NT",55.949443,-3.193665,nts.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Holyrood Palace,Institutional,History,Royal collection Trust,,Museum,Official residence of the monarch in Scotland,"Canongate, Edinburgh EH8 8DX",55.952786,-3.172043,royalcollection.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
John Knox House,Institutional,History,Traditional arts,,Museum,"Medieval house, final home of Protestant reformer John Knox","Scottish Storytelling Centre, High St, Edinburgh EH1 1SR",55.950565,-3.185005,scottishstorytellingcentre.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Lauriston Castle,Institutional,History,Museums & Galleries Edinburgh council,,Museum,"19th-century mansion with Edwardian interiors, furniture and art, Japanese garden","2 Cramond Rd S, Edinburgh EH4 6AD",55.971235,-3.278292,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Makars' Court,Institutional,Literary,Museums & Galleries Edinburgh council,,Museum,Makars’ Court is an evolving national literary monument where you can see some of the famous words of great Scottish writers inscribed in the flagstones.,"Lawnmarket, Lady Stair's Close, Edinburgh EH1 2PA",55.949658,-3.193903,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Museum Collections Centre,Institutional,Objects,Museums & Galleries Edinburgh council,,Museum,The Museums Collections Centre is an amazing treasure trove of objects spanning a wide range of subjects.,"10 Broughton Market, Edinburgh EH3 6NU",55.957678,-3.192349,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Museum of Childhood (Edinburgh),Institutional,Toy,Museums & Galleries Edinburgh council,,Museum,"Toys, dolls, games, teddy bears, model trains, soldiers, tricycle, 1930s schoolroom","42 High St, Edinburgh EH1 1TG",55.950338,-3.185482,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Museum of Edinburgh,Institutional,Local,Museums & Galleries Edinburgh council,,Museum,"City history, culture, silver and porcelain","142-146, Canongate, Edinburgh EH8 8DD",55.951371,-3.179391,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Museum on the Mound,Institutional,Monetary,Private,,Museum,"Art, design, technology, crime, trade and security involving currency and money","The Mound, Edinburgh EH1 1YZ",55.950193,-3.192963,museumonthemound.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,,,
National Gallery of Scotland,Institutional,Art,National Galleries Scotland,,Museum,Early Renaissance to 1900 and the national collection of Scottish art c. 1600 – c. 1900,"The Mound, Edinburgh EH2 2EL",55.950899,-3.195667,nationalgalleries.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,,,,,,
National Library of Scotland,Institutional,Literary,National Library of Scotland,,Library,"Changing exhibits of art, history and culture from its collections","George IV Bridge, Edinburgh EH1 1EW",55.948566,-3.191964,nls.uk,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,
National Museum of Scotland,Institutional,Multiple,National museums Scotland. ,Science Festival,Museum,"Scotland's history, culture, natural history, industry, technology, science, decorative arts, personalities, sports","Chambers St, Edinburgh EH1 1JF",55.94716,-3.18914,nms.ac.uk,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,
National War Museum of Scotland,Institutional,Military,National museums Scotland,Arts Festival,Museum,"Located within Edinburgh Castle, uniforms, insignia and equipment, medals, decorations, weapons, paintings, ceramics and silverware covering over 400 years of Scotland's military history","Edinburgh Castle, Castlehill, Edinburgh EH1 2NG",55.948707,-3.201736,nms.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Natural History Collections,Institutional,Natural history,Edinburgh University,,Collection,,"Ashworth Laboratories, Charlotte Auerbach Road, Edinburgh EH9 3FL",55.923904,-3.172653,https://www.ed.ac.uk/visit/museums-galleries/natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Nelson Monument,Institutional,History,Museums & Galleries Edinburgh council,,Monument,"The upturned telescope was designed by the architect Robert Burn, and was built between 1807 and 1815. ","32 Calton Hill, Edinburgh EH7 5AA",55.9544,-3.182675,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
No 28 Charlotte Square,Institutional,Art,National Trust for Scotland,,Information Centre,"Information centre for the National Trust for Scotland, features collection of 20th-century Scottish paintings and Regencyfurniture","28 Charlotte Square, Edinburgh EH2 4ET",55.951084,-3.207172,nts.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Our Dynamic Earth,Institutional,Science,Private,,Exhibition space,,"Holyrood Rd, Edinburgh EH8 8AS",55.950652,-3.174512,dynamicearth.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Queen's Gallery, Edinburgh",Institutional,Art,Royal collection Trust,Arts Festival,Museum,"Exhibits from the Royal collection of art, located in the Palace of Holyroodhouse","Palace of Holyroodhouse, Canongate,, The Royal Mile,, Edinburgh EH8 8DX",55.952632,-3.173917,rct.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Queensferry Museum,Institutional,Local,Museums & Galleries Edinburgh council,,Museum,"Local history, culture, natural history, transportation","53 High St, South Queensferry EH30 9HP",55.989728,-3.393763,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Royal Museum of Scotland,Institutional,Multiple,National museums Scotland,,Museum,"Natural history, geology, archaeology, science, technology, Ancient Egypt, art","Chambers St, Edinburgh EH1 1JF",55.94718,-3.189146,nms.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Royal Scottish Academy Building,Institutional,Art,Private,Arts Festival,Gallery,"Part of the National Gallery of Scotland, changing exhibits.","The Mound, Edinburgh EH2 2EL",55.95162,-3.196278,royalscottishacademy.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Royal Yacht Britannia,Institutional,Maritime,Private,,Museum,"Museum ship, former Royal Yacht of the British royal family","Ocean Dr, Edinburgh EH6 6JJ",55.982134,-3.177306,royalyachtbritannia.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Scott Monument,Institutional,History,Museums & Galleries Edinburgh council,,Monument,"The upturned telescope was designed by the architect Robert Burn, and was built between 1807 and 1815. In 1852, a large time ball was introduced, which is lowered as the one o'clock gun is fired from Edinburgh castle each day. ","E. Princes St Gardens, Edinburgh EH2 2EJ",55.952446,3.193284,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Scottish National Gallery of Modern Art,Institutional,Art,National Galleries Scotland,Arts Festival,Gallery,"Part of the National Gallery of Scotland, modern art","75 Belford Rd, Edinburgh EH4 3DR",55.95086,-3.227862,nationalgalleries.org,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,9,,,,,,
Scottish National Portrait Gallery,Institutional,Art,National Galleries Scotland,Arts Festival,Gallery,"Part of the National Gallery of Scotland, portraits of figures in Scottish history, photography","1 Queen St, Edinburgh EH2 1JD",55.955499,-3.193601,nationalgalleries.org,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7,,,,,,
St Cecilia’s Hall,Institutional,Music,Edinburgh University,International festival,Concert room and museum,,"50 Niddry St, Edinburgh EH1 1LG",55.949017,-3.186479,https://www.ed.ac.uk/visit/museums-galleries/st-cecilias,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Story telling centre,Institutional,Literary,TRACS,Children's Festival,Multiple,"Live storytelling, theatre, dance and music will thrill visitors young and old, while an ever-changing roster of workshops and exhibitions beg repeat visits throughout the year.

The Centre is also the hub for the Scottish International Storytelling Festival, one of the 11 Edinburgh Festivals internationally recognised as a leader in its field.","43-45 High St, Edinburgh EH1 1SR",55.950611,-3.18487,https://www.scottishstorytellingcentre.com,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,
Surgeons' Hall Museum,Institutional,Medicine,Edinburgh University,,Medical,"History of surgery since Roman times, dentistry, pathological anatomy, sports medicine","The Royal College of Surgeons of Edinburgh, Nicolson St, Edinburgh EH8 9DW",55.946673,-3.185065,museum.rcsed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Talbot Rice Gallery,Institutional,Art,Edinburgh University,,Gallery,Part of the University of Edinburgh,"The University of Edinburgh, South Bridge, Edinburgh EH8 9YL",55.947131,-3.187787,trg.ed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
The anatomical museum,Institutional,Medicine,Edinburgh University,Arts Festival,Museum,,"Doorway 3, Medical School, Teviot Place, Edinburgh EH8 9AG",55.945084,-3.190033,https://www.ed.ac.uk/visit/museums-galleries/anatomical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
The People's Story,Institutional,History,Museums & Galleries Edinburgh council,,Museum,"History, lives, work and leisure of the ordinary people of Edinburgh","163 Canongate, Royal Mile, Edinburgh EH8 8BN",55.951477,-3.179841,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
The Writers' Museum,Institutional,Literary,Museums & Galleries Edinburgh council,,Museum,"Lives and work of Scotland's literary figures, including Robert Burns, Sir Walter Scott and Robert Louis Stevenson","Lawnmarket, Lady Stair's Close, Edinburgh EH1 2PA",55.949637,-3.193853,edinburghmuseums.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Travelling Gallery,Institutional,Art,Museums & Galleries Edinburgh council,,Art,"Established in 1978, Travelling Gallery presents two 16 week contemporary art exhibitions a year which tour remote, rural, urban and suburban communities throughout Scotland. ","2 Market St,  Edinburgh EH1 1DE",55.951092,-3.18932,https://www.travellinggallery.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,
Trinity House Maritime Museum,Institutional,History,Historic environment of Scotland,,House,,"99 Kirkgate, Edinburgh EH6 6BJ",55.972198,-3.171337,historicenvironment.scot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Custom House Leith,Institutional,Multiple,Scottish Historic Buildings Trust,,House,,"65-67 Commercial St, Edinburgh EH6 6LH",55.976796,-3.171082,https://www.shbt.org.uk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Corstorphine Heritage Centre,Institutional,History,The Corstorphine Trust,,Heritage Centre,,"1 Orchardfield Ave, Edinburgh EH12 7SX",55.940257,-3.283768,https://www.corstorphinetrust.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
French Institute,Institutional,French culture,Institute,,Institute,,"W Parliament Square, Edinburgh EH1 1RF",55.949308,-3.192282,http://www.ifecosse.org.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,
Inverleith House Gallery,Institutional,Science and conservation,Royal Botanic Garden Edinburgh,,Gallery,,"Inverleith House, Royal Botanic Garden Edinburgh, Inverleith Row, Edinburgh EH3 5LR",55.965009,-3.210161,https://www.rbge.org.uk/whats-on/inverleith-house/,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Scott Monument,Institutional,History,Museums & Galleries Edinburgh council,,Monument,,"E. Princes St Gardens, Edinburgh EH2 2EJ",55.952336,-3.19325,https://www.edinburghmuseums.org.uk/venue/scott-monument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
National Museums Collection Centre,Institutional,Multiple,National museums Scotland,,Monument,,"242 W Granton Rd, Edinburgh EH5 1JA",55.978672,-3.236612,https://www.nms.ac.uk/collectioncentre,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,
"The Scottish Genealogy Society, Family History Centre & Library",Institutional,History,,,Multiple,,"15 Victoria St, Edinburgh EH1 2JL",55.948686,-3.19434,http://www.scotsgenealogy.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dr Neil's Garden,Institutional,Botanical Gardens,,,Open space,,"Old Church Ln, Duddingston Village, Edinburgh EH15 3PX",55.9406,-3.148241,http://www.drneilsgarden.co.uk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,
Holyrood Park Education Centre,Institutional,Multiple,Historic Environment Scotland,Arts Festival,History,,"Holyrood Park, 1 Queen's Drive, EH8 8HG",55.953801,-3.167677,https://www.historicenvironment.scot/learn/ranger-service/#holyrood-park-education-centre_tab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
The Scottish Parliament,Institutional,Multiple,,,Gallery,"The Scottish Parliament hosts a wide range of events and exhibitions, including those that have a direct link to the work of parliamentary committees, and those sponsored by Members.",EH99 1SP,55.952447,-3.174451,https://www.parliament.scot/index.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
Heart of Midlothian Museum,Institutional,Football club,,,Museum,,"Tynecastle Park Stadium Tours, McLeod St, Edinburgh EH11 2NL",55.938307,-3.232745,https://www.heartsfc.co.uk/tickets-and-hospitality/tours/hearts-museum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Scottish Parliament,Institutional,Government office,,Festival of Politics ,Iconic building,,Edinburgh EH99 1SP,55.9521,-3.175199,https://www.parliament.scot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SKELF Bike Park,Outdoor,,,,Skate Park,,"Bowmont Pl, Edinburgh EH8 9RY",55.944821,-3.178767,http://theskelf.org.uk,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgie City Farm,Outdoor,,,,Farm,,"51 Gorgie Rd, Edinburgh EH11 2LA",55.938125,-3.228892,https://www.gorgiecityfarm.org.uk,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saughton Skatepark,Outdoor,,,,Skate Park,,"209 Balgreen Rd, Edinburgh EH11 3AX",55.935654,-3.248155,http://www.edinburgh.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey Mount Centre,Performance,All,,,Rehearsal space,,"2-4 Abbey Mount, Edinburgh EH8 8EJ",55.956234,55.956234,www.abbeymountcentre.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Active Inquiry,Performance,Theatre,Active Inquiry,,Company,,"10 Henderson Terrace, Edinburgh EH11 2JY",55.938979,-3.224995,activeinquiry.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Adam House,Performance,Theatre,,Fringe,Venue,,"3 Chambers St, Edinburgh EH1 1HT",55.948046,-3.187312,https://www.ed.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Aerial Art House,Performance,Aerial,,,Training space,,"40 Restalrig Dr, Edinburgh EH7 6JF",55.960265,-3.14812,https://www.aerialarthouse.com,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
Alba Flamenca dance school and venue,Performance,Dance,Alba Flamenca dance school and venue,,School,,"74 E Crosscauseway, Edinburgh EH8 9HQ",55.943949,-3.182011,albaflamenca.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Alison House, The University of Edinburgh",Performance,Music,,,School,,"12 Nicolson St, Edinburgh EH8 9DF",55.946197,-3.186569,https://www.eca.ed.ac.uk/reid-school-music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
All or nothing,Performance,Aerial,All or nothing,,Company,"All or Nothing are Scotland's leading aerial dance company, blending breathtaking aerial acrobatics with dance, theatre & contemporary circus. Based in Edinburgh we perform, create, teach including silks, hoop, static trapeze, and harness for all ages.","studio g17, out of the blue drill hall, 36 dalmeny street, edinburgh, eh6 8rg",55.964334,-3.174159,www.aerialdance.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Assembly rooms,Performance,Multi-purpose,Edinburgh council,,Venue,"Assembly Rooms Edinburgh officially opened in January 1787 and ever since, the building has been at the heart of special occasions and celebrations in Scotland’s historic capital city, hosting royalty, celebrities and nobility.","54 George St, Edinburgh EH2 2LR",55.953003,-3.198726,assemblyroomsedinburgh.co.uk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,
Assembly Roxy,Performance,Music and theatre,Assembly,"Fringe, Children's Festival",Venue,,"2 Roxburgh Pl, Edinburgh EH8 9SU",55.947413,-3.184224,https://www.assemblyfestival.com,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,
Banshee Labyrinth,Performing,Music,,Arts Festival,Venue,,"25-39 Niddry Street, EH1 1LG",55.949602,-3.18685,https://www.thebansheelabyrinth.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
Bedlam Theatre,Performance,Theatre,Edinburgh University,,Theatre and company,"The Edinburgh University Theatre Company puts on over 40 shows a year, and workshops and productions alike provide students with a unique opportunity to learn about all aspects of theatre, including lighting design, soundscaping, stage design, producing, directing and acting. ","11B Bristo Pl, Edinburgh EH1 1EZ",55.946207,-3.19071,bedlamtheatre.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Beltane Fire Society,Performance,Multiple,,Arts Festival,Festivals,"Beltane Fire Society is a volunteer-run organisation that puts on two fire festivals each year in Edinburgh’s city centre, Beltane Fire Festival on 30 April and Samhuinn Fire Festival on 31 October. Both events offer a modern interpretation of the original Celtic festivals by celebrating the turning of the seasons with a vivid display of fire, drumming, and acrobatics. ",Calton Hill,55.955262,-3.182784,https://beltane.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Black light,Performance,Theatre - suppliers,,,Suppliers,,"W Shore Rd, Edinburgh EH5 1QF",55.982574,-3.248265,http://black-light.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Blank Canvas Dance,Performance,Dance,Blank Canvas Dance,,School,,"15 Morningside Rd, Edinburgh EH10 4DP",55.933998,-3.209804,bcdance.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Boda Bar,Performing,Music,,,Venue,,"229 Leith Walk, EH6 8NY",55.966737,-3.17494,https://www.bodabar.com/boda-bar/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
Church Hill Theatre,Performance,Multi-purpose,Edinburgh council,International festival,Theatre,,"Morningside Rd, Edinburgh EH10 4DR",55.932627,-3.209662,assemblyroomsedinburgh.co.uk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Cloisters,Performing,Music,,,Venue,,"26 Brougham Street, EH3 9JH",55.943473,-3.201983,https://www.cloistersbar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
Cultured Mongrel Dance Theatre,Performance,Dance,Cultured Mongrel Dance Theatre,,School,,"5/10 Westfield Rd, Edinburgh EH11 2RL",55.937185,-3.242254,culturedmongrel.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Curious Seed,Performance,Dance,,,Company,"Award-winning performance company, Curious Seed, was formed in 2005 by Scottish choreographer, Christine Devaney.  Based in Edinburgh, we produce and present compelling, dance theatre work that questions the world we live in; work which touches and moves people, unlocking new ways of experiencing and feeling something different about the world.",11 HAREWOOD ROAD,55.935466,-3.13142,http://www.curious-seed.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,
Dance Base,Performance,Dance,Dance base,,School,Scotland's National Centre for Dance,"14-16 Grassmarket, Edinburgh EH1 2JU",55.947378,-3.197385,dancebase.co.uk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,,,
Dance For All,Performance,Dance,Dance For All,,School,,"106 St Stephen St, Edinburgh EH3 5AQ",55.958259,-3.205693,danceforall.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dance Ihayami,Performance,Dance,Dance Ihayami,,Company,,"2, Life Care Centre, Cheyne St, Edinburgh EH4 1JB",55.958325,-3.213003,danceihayami.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dannsed,Performance,Dance,UoE,,School,,"Pleasence, EH8 9TJ",55.947551,-3.181749,http://www.dannsed.wordpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
